10	5.07285065777778	0.0196552111111111	0.0112855088888889	0.0113770444444444
20	9.77646051162791	0.0458311604651163	0.0291409674418605	0.0312264930232558
30	17.9254655674419	0.0824781046511628	0.0555334348837209	0.0605034744186047
40	23.4889418860000	0.122310350000000	0.0931768280000000	0.102935032000000
50	39.2999863319149	0.179709948936170	0.137902163829787	0.156642942553192
60	41.1695817583333	0.234136706250000	0.184674972916667	0.214561947916667
70	58.3845349510204	0.315648451020408	0.245908316326531	0.275888867346939
80	100.974383308696	0.387667139130435	0.310348560869565	0.333257971739130
90	102.889285602222	0.465920237777778	0.393218044444445	0.400839564444445
100	140.820520753333	0.574352353333334	0.470128006666667	0.486471864444445
