1	NaN	NaN	NaN	NaN	NaN
2	NaN	NaN	NaN	NaN	NaN
3	NaN	NaN	NaN	NaN	NaN
4	NaN	NaN	NaN	NaN	NaN
5	3323.44565776842	5.35310067368421	NaN	2.78162266315789	1.02949933695652
6	4725.04162835652	6.52779974782609	NaN	2.64813075652174	1.20031760412371
7	5359.78210810435	7.56368839130435	NaN	2.61613797391304	1.43157401100000
8	6862.14058756842	8.48103358421053	3.26679203333333	2.91307045789474	1.63611131000000
9	7883.67980134000	9.33729135000000	3.18520014782609	3.33979813000000	1.83611131000000
10	8219.3100950636	10.3623483872727	3.17260194363636	3.59050650545455	2.04621113200000
