10	NaN	NaN	NaN	NaN
20	NaN	NaN	NaN	NaN
30	NaN	NaN	NaN	NaN
40	21.0633397400000	0.0818222300000000	0.0622746600000000	0.0603580600000000
50	21.8642370333333	0.0807597562500000	0.0555899062500000	0.0601642250000000
60	25.8885878100000	0.0850551662500000	0.0547974500000000	0.0597381737500000
70	26.0002717707071	0.0873328474747475	0.0556602353535354	0.0595361797979798
80	33.3571268855670	0.0927283391752578	0.0562503185567010	0.0593182762886598
90	38.6276145560000	0.0962870850000000	0.0560667380000000	0.0599776110000000
100	42.6218632200000	0.0972162470000001	0.0558180940000000	0.0595735340000000
